DATE,DTB1YR
2024-02-23,4.74
2024-02-26,4.77
2024-02-27,4.78
2024-02-28,4.75
2024-02-29,4.76
2024-03-01,4.7
2024-03-04,4.74
2024-03-05,4.71
2024-03-06,4.72
2024-03-07,4.7
2024-03-08,4.69
2024-03-11,4.72
2024-03-12,4.77
2024-03-13,4.78
2024-03-14,4.81
2024-03-15,4.82
2024-03-18,4.83
2024-03-19,4.81
2024-03-20,4.76
2024-03-21,4.76
2024-03-22,4.73
2024-03-25,4.76
2024-03-26,4.76
2024-03-27,4.75
2024-03-28,4.79
2024-03-29,.
2024-04-01,4.83
2024-04-02,4.82
2024-04-03,4.8
2024-04-04,4.78
2024-04-05,4.82
2024-04-08,4.84
2024-04-09,4.81
2024-04-10,4.95
2024-04-11,4.93
2024-04-12,4.9
2024-04-15,4.93
2024-04-16,4.92
2024-04-17,4.9
2024-04-18,4.92
2024-04-19,4.91
2024-04-22,4.91
2024-04-23,4.89
2024-04-24,4.91
2024-04-25,4.95
2024-04-26,4.95
2024-04-29,4.95
2024-04-30,4.99
2024-05-01,4.96
